Company Name,School Name,# Hired Employees,Company Url
"Butterfly Network, Inc.",Massachusetts Institute of Technology,9,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Yale University,8,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.","University of California, Berkeley",7,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",University of Connecticut,7,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Columbia University in the City of New York,7,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Stanford University,6,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Duke University,6,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Southern New Hampshire University,6,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Rensselaer Polytechnic Institute,6,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Carnegie Mellon University,6,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",Harvard University,5,https://www.linkedin.com/company/butterflynetwork
"Butterfly Network, Inc.",University of Michigan,5,https://www.linkedin.com/company/butterflynetwork
SomaLogic,University of Colorado Boulder,50,https://www.linkedin.com/company/somalogic
SomaLogic,Colorado State University,29,https://www.linkedin.com/company/somalogic
SomaLogic,University of Colorado Denver,13,https://www.linkedin.com/company/somalogic
SomaLogic,University of Denver,9,https://www.linkedin.com/company/somalogic
SomaLogic,"University of California, Davis",8,https://www.linkedin.com/company/somalogic
SomaLogic,Front Range Community College,8,https://www.linkedin.com/company/somalogic
SomaLogic,University of Colorado Anschutz Medical Campus,7,https://www.linkedin.com/company/somalogic
SomaLogic,Harvard University,6,https://www.linkedin.com/company/somalogic
SomaLogic,The University of Texas at Austin,6,https://www.linkedin.com/company/somalogic
SomaLogic,University of Wisconsin-Madison,6,https://www.linkedin.com/company/somalogic
SomaLogic,University of Phoenix,5,https://www.linkedin.com/company/somalogic
SomaLogic,Regis University,5,https://www.linkedin.com/company/somalogic
SomaLogic,University of Maryland,5,https://www.linkedin.com/company/somalogic
SomaLogic,University of Minnesota,5,https://www.linkedin.com/company/somalogic
SomaLogic,Stanford University,4,https://www.linkedin.com/company/somalogic
Regeneron,University of Limerick,459,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,"University at Albany, SUNY",402,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Limerick Institute of Technology,281,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Rensselaer Polytechnic Institute,274,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Rutgers University,240,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,"National University of Ireland, Galway",200,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Hudson Valley Community College,193,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,University College Cork,184,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Cornell University,146,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,University at Buffalo,135,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Columbia University in the City of New York,131,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Penn State University,130,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Binghamton University,128,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Clarkson University,123,https://www.linkedin.com/company/regeneron-pharmaceuticals
Regeneron,Stony Brook University,117,https://www.linkedin.com/company/regeneron-pharmaceuticals
Veeva Systems,University of Waterloo,99,https://www.linkedin.com/company/veeva-systems
Veeva Systems,"University of California, Berkeley",90,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Penn State University,78,https://www.linkedin.com/company/veeva-systems
Veeva Systems,University of Toronto,70,https://www.linkedin.com/company/veeva-systems
Veeva Systems,The Ohio State University,68,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Eötvös Loránd University,54,https://www.linkedin.com/company/veeva-systems
Veeva Systems,California Polytechnic State University-San Luis Obispo,51,https://www.linkedin.com/company/veeva-systems
Veeva Systems,San Jose State University,51,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Drexel University,50,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Budapest University of Technology and Economics,42,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Rutgers University,42,https://www.linkedin.com/company/veeva-systems
Veeva Systems,"University of California, Davis",41,https://www.linkedin.com/company/veeva-systems
Veeva Systems,UC Irvine,41,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Northeastern University,40,https://www.linkedin.com/company/veeva-systems
Veeva Systems,Corvinus University of Budapest,36,https://www.linkedin.com/company/veeva-systems
Editas Medicine,Northeastern University,28,https://www.linkedin.com/company/editas-medicine
Editas Medicine,Boston University,13,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Massachusetts Amherst,8,https://www.linkedin.com/company/editas-medicine
Editas Medicine,Emmanuel College (Boston),6,https://www.linkedin.com/company/editas-medicine
Editas Medicine,Cornell University,6,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Massachusetts Boston,5,https://www.linkedin.com/company/editas-medicine
Editas Medicine,Rutgers University,5,https://www.linkedin.com/company/editas-medicine
Editas Medicine,Rensselaer Polytechnic Institute,5,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Massachusetts Lowell,5,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Mumbai,4,https://www.linkedin.com/company/editas-medicine
Editas Medicine,"University of California, Berkeley",4,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Colorado Boulder,4,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Connecticut,4,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of New Hampshire,4,https://www.linkedin.com/company/editas-medicine
Editas Medicine,University of Rhode Island,4,https://www.linkedin.com/company/editas-medicine
Vertex Pharmaceuticals,Northeastern University,206,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Boston University,122,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of Massachusetts Amherst,98,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Harvard University,81,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of Massachusetts Boston,66,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Massachusetts Institute of Technology,65,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,UC San Diego,63,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Boston College,55,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Tufts University,49,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of Massachusetts Lowell,48,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Rutgers University,47,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of Rhode Island,40,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of Oxford,38,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,Worcester Polytechnic Institute,38,https://www.linkedin.com/company/vertex-pharmaceuticals
Vertex Pharmaceuticals,University of New Hampshire,35,https://www.linkedin.com/company/vertex-pharmaceuticals
"Veracyte, Inc.",Aix-Marseille University,25,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.","University of California, Davis",22,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",San Jose State University,20,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",UC San Diego,12,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.","University of California, Berkeley",11,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",San Francisco State University,10,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",Université de Toulon,7,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",University of Phoenix,7,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",Austin Community College,7,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",Université Claude Bernard Lyon 1,6,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",University of Montpellier,6,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.","University of California, Santa Cruz",6,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",Polytech Marseille,6,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.",California Polytechnic State University-San Luis Obispo,5,https://www.linkedin.com/company/veracyte-inc.
"Veracyte, Inc.","University of California, Los Angeles",5,https://www.linkedin.com/company/veracyte-inc.
One Medical,San Francisco State University,78,https://www.linkedin.com/company/one-medical-group
One Medical,"University of California, Berkeley",76,https://www.linkedin.com/company/one-medical-group
One Medical,"University of California, Los Angeles",35,https://www.linkedin.com/company/one-medical-group
One Medical,San Jose State University,33,https://www.linkedin.com/company/one-medical-group
One Medical,"University of California, Davis",32,https://www.linkedin.com/company/one-medical-group
One Medical,Arizona State University,25,https://www.linkedin.com/company/one-medical-group
One Medical,"University of California, San Francisco",25,https://www.linkedin.com/company/one-medical-group
One Medical,New York University,23,https://www.linkedin.com/company/one-medical-group
One Medical,University of San Francisco,22,https://www.linkedin.com/company/one-medical-group
One Medical,"University of California, Santa Cruz",21,https://www.linkedin.com/company/one-medical-group
One Medical,Stanford University,20,https://www.linkedin.com/company/one-medical-group
One Medical,Columbia University in the City of New York,18,https://www.linkedin.com/company/one-medical-group
One Medical,City College of San Francisco,18,https://www.linkedin.com/company/one-medical-group
One Medical,University of Washington,16,https://www.linkedin.com/company/one-medical-group
One Medical,Columbia University School of Nursing,12,https://www.linkedin.com/company/one-medical-group
Recursion,University of Utah,80,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Brigham Young University,32,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Utah Valley University,14,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Utah State University,12,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Salt Lake Community College,12,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,University of Washington,10,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Stanford University,9,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,University of Colorado Boulder,9,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,University of Utah - David Eccles School of Business,9,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,University of Toronto,8,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,"University of California, Davis",8,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,The University of Texas at Austin,8,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Weber State University,8,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,"University of California, Berkeley",7,https://www.linkedin.com/company/recursion-pharmaceuticals
Recursion,Harvard University,7,https://www.linkedin.com/company/recursion-pharmaceuticals
Beam Therapeutics,Northeastern University,42,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Harvard University,21,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of Massachusetts Amherst,21,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Boston University,14,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Yale University,9,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Massachusetts Institute of Technology,9,https://www.linkedin.com/company/beamtx
Beam Therapeutics,North Carolina State University,9,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of Illinois Urbana-Champaign,8,https://www.linkedin.com/company/beamtx
Beam Therapeutics,"University of California, Berkeley",7,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of Massachusetts Boston,7,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Worcester Polytechnic Institute,7,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of New Hampshire,7,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of Wisconsin-Madison,6,https://www.linkedin.com/company/beamtx
Beam Therapeutics,University of Connecticut,5,https://www.linkedin.com/company/beamtx
Beam Therapeutics,Boston College,5,https://www.linkedin.com/company/beamtx
CRISPR Therapeutics,Northeastern University,36,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Boston University,19,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of New Hampshire,15,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,The Johns Hopkins University,11,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of Massachusetts Amherst,10,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Cornell University,10,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of Massachusetts Lowell,10,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of Illinois Urbana-Champaign,9,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of North Carolina at Chapel Hill,9,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Rutgers University,9,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Massachusetts Institute of Technology,8,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Worcester Polytechnic Institute,8,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of Connecticut,7,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,Tufts University,7,https://www.linkedin.com/company/crispr-therapeutics
CRISPR Therapeutics,University of Pennsylvania,7,https://www.linkedin.com/company/crispr-therapeutics
Cerus,"University of California, Davis",16,https://www.linkedin.com/company/cerus
Cerus,"University of California, Berkeley",13,https://www.linkedin.com/company/cerus
Cerus,California State University - East Bay,12,https://www.linkedin.com/company/cerus
Cerus,San Francisco State University,12,https://www.linkedin.com/company/cerus
Cerus,San Jose State University,7,https://www.linkedin.com/company/cerus
Cerus,California Polytechnic State University-San Luis Obispo,6,https://www.linkedin.com/company/cerus
Cerus,Saint Mary's College of California,5,https://www.linkedin.com/company/cerus
Cerus,"University of California, Los Angeles",5,https://www.linkedin.com/company/cerus
Cerus,"University of California, Santa Cruz",5,https://www.linkedin.com/company/cerus
Cerus,University of Phoenix,4,https://www.linkedin.com/company/cerus
Cerus,Stanford University,4,https://www.linkedin.com/company/cerus
Cerus,University of Southern California,4,https://www.linkedin.com/company/cerus
Cerus,Texas A&M University,4,https://www.linkedin.com/company/cerus
Cerus,University of Wisconsin-Madison,4,https://www.linkedin.com/company/cerus
Cerus,"California State University, Fresno",3,https://www.linkedin.com/company/cerus
10x Genomics,"University of California, Berkeley",58,https://www.linkedin.com/company/10xgenomics
10x Genomics,San Jose State University,49,https://www.linkedin.com/company/10xgenomics
10x Genomics,UC San Diego,49,https://www.linkedin.com/company/10xgenomics
10x Genomics,"University of California, Davis",48,https://www.linkedin.com/company/10xgenomics
10x Genomics,Stanford University,30,https://www.linkedin.com/company/10xgenomics
10x Genomics,Massachusetts Institute of Technology,27,https://www.linkedin.com/company/10xgenomics
10x Genomics,"University of California, Los Angeles",25,https://www.linkedin.com/company/10xgenomics
10x Genomics,"University of California, Santa Cruz",24,https://www.linkedin.com/company/10xgenomics
10x Genomics,California State University - East Bay,23,https://www.linkedin.com/company/10xgenomics
10x Genomics,Harvard University,16,https://www.linkedin.com/company/10xgenomics
10x Genomics,Cornell University,16,https://www.linkedin.com/company/10xgenomics
10x Genomics,University of Wisconsin-Madison,11,https://www.linkedin.com/company/10xgenomics
10x Genomics,Penn State University,10,https://www.linkedin.com/company/10xgenomics
10x Genomics,University of Washington,10,https://www.linkedin.com/company/10xgenomics
10x Genomics,North Carolina State University,9,https://www.linkedin.com/company/10xgenomics
"Personalis, Inc.",San Jose State University,18,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.","University of California, Davis",17,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",UC San Diego,17,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.","University of California, Santa Cruz",16,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.","University of California, Berkeley",13,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",Stanford University,11,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.","University of California, Los Angeles",11,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",California State University - East Bay,8,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.","University of California, Riverside",6,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",Harvard Medical School,6,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",UC Santa Barbara,5,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",The Johns Hopkins University,5,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",San Francisco State University,4,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",Santa Clara University,4,https://www.linkedin.com/company/personalis-inc
"Personalis, Inc.",UC Irvine,4,https://www.linkedin.com/company/personalis-inc
Incyte,University of Delaware,96,https://www.linkedin.com/company/incyte
Incyte,Penn State University,51,https://www.linkedin.com/company/incyte
Incyte,Villanova University,41,https://www.linkedin.com/company/incyte
Incyte,University of Pennsylvania,38,https://www.linkedin.com/company/incyte
Incyte,Temple University,36,https://www.linkedin.com/company/incyte
Incyte,West Chester University of Pennsylvania,31,https://www.linkedin.com/company/incyte
Incyte,Drexel University,30,https://www.linkedin.com/company/incyte
Incyte,University of the Sciences in Philadelphia,26,https://www.linkedin.com/company/incyte
Incyte,Rutgers University,25,https://www.linkedin.com/company/incyte
Incyte,Saint Joseph's University,24,https://www.linkedin.com/company/incyte
Incyte,Immaculata University,18,https://www.linkedin.com/company/incyte
Incyte,University of Pittsburgh,15,https://www.linkedin.com/company/incyte
Incyte,Widener University,14,https://www.linkedin.com/company/incyte
Incyte,Fox School of Business at Temple University,10,https://www.linkedin.com/company/incyte
Incyte,Delaware Technical Community College,10,https://www.linkedin.com/company/incyte
"Codexis, Inc.","University of California, Berkeley",18,https://www.linkedin.com/company/codexis
"Codexis, Inc.","University of California, Davis",16,https://www.linkedin.com/company/codexis
"Codexis, Inc.","University of California, Santa Cruz",12,https://www.linkedin.com/company/codexis
"Codexis, Inc.",San Francisco State University,11,https://www.linkedin.com/company/codexis
"Codexis, Inc.",Stanford University,11,https://www.linkedin.com/company/codexis
"Codexis, Inc.",San Jose State University,8,https://www.linkedin.com/company/codexis
"Codexis, Inc.",De Anza College,7,https://www.linkedin.com/company/codexis
"Codexis, Inc.",University of Wisconsin-Madison,6,https://www.linkedin.com/company/codexis
"Codexis, Inc.","University of California, Riverside",5,https://www.linkedin.com/company/codexis
"Codexis, Inc.",UC San Diego,5,https://www.linkedin.com/company/codexis
"Codexis, Inc.",UC Santa Barbara,5,https://www.linkedin.com/company/codexis
"Codexis, Inc.",Caltech,4,https://www.linkedin.com/company/codexis
"Codexis, Inc.",California State University - East Bay,4,https://www.linkedin.com/company/codexis
"Codexis, Inc.",Santa Clara University,4,https://www.linkedin.com/company/codexis
"Codexis, Inc.","University of California, Los Angeles",4,https://www.linkedin.com/company/codexis
Compugen,Tel Aviv University,19,https://www.linkedin.com/company/compugen-ltd
Compugen,Weizmann Institute of Science,14,https://www.linkedin.com/company/compugen-ltd
Compugen,The Hebrew University of Jerusalem,12,https://www.linkedin.com/company/compugen-ltd
Compugen,Ben-Gurion University of the Negev,8,https://www.linkedin.com/company/compugen-ltd
Compugen,Bar-Ilan University,5,https://www.linkedin.com/company/compugen-ltd
Compugen,The College of Management Academic Studies,5,https://www.linkedin.com/company/compugen-ltd
Compugen,UC San Diego,2,https://www.linkedin.com/company/compugen-ltd
Compugen,The University of Chicago Booth School of Business,2,https://www.linkedin.com/company/compugen-ltd
Compugen,Université de Paris,2,https://www.linkedin.com/company/compugen-ltd
Compugen,Universidade Federal do Rio de Janeiro,1,https://www.linkedin.com/company/compugen-ltd
Compugen,Ulm University,1,https://www.linkedin.com/company/compugen-ltd
Compugen,Ecole Nationale Vétérinaire de Toulouse,1,https://www.linkedin.com/company/compugen-ltd
Compugen,Toulouse INP,1,https://www.linkedin.com/company/compugen-ltd
Compugen,Aix-Marseille University,1,https://www.linkedin.com/company/compugen-ltd
Compugen,Université Paul Sabatier Toulouse III,1,https://www.linkedin.com/company/compugen-ltd
